IXIC,AAPL,MSFT,AMZN,BRK_B
2291.860107421875,0.265625,21.6875,0.6937500238418579,48.220001220703125
2566.830078125,0.3046880066394806,24.21875,0.7749999761581421,45.880001068115234
2407.64990234375,0.2924109995365143,24.5625,0.7281249761581421,44.97999954223633
2395.919921875,0.295758992433548,24.46875,0.746874988079071,44.84000015258789
2441.300048828125,0.3069199919700622,25.90625,0.8187500238418579,44.0
2524.179931640625,0.295758992433548,26.4375,0.824999988079071,44.86000061035156
2640.570068359375,0.3214290142059326,27.5,0.8500000238418579,43.400001525878906
2626.5,0.3069199919700622,26.75,0.8843749761581421,43.79999923706055
2618.550048828125,0.3058040142059326,26.28125,0.903124988079071,44.540000915527344
2682.780029296875,0.3002229928970337,26.46875,0.918749988079071,45.09999847412109
2768.489990234375,0.3337050080299377,27.75,0.975000023841858,45.380001068115234
2770.3798828125,0.3482140004634857,30.5,0.996874988079071,44.84000015258789
2757.909912109375,0.34375,30.0625,0.925000011920929,44.84000015258789
2840.389892578125,0.3660709857940674,30.28125,0.947655975818634,44.720001220703125
2859.14990234375,0.3660709857940674,31.46875,1.09375,44.31999969482422
2754.280029296875,0.3560270071029663,30.90625,0.949999988079071,44.47999954223633
2781.300048828125,0.3493300080299377,32.0,0.975000023841858,44.47999954223633
2838.340087890625,0.3872770071029663,32.25,1.006250023841858,44.58000183105469
2838.35009765625,0.3883930146694183,31.6875,0.946874976158142,45.52000045776367
2772.72998046875,0.3861609995365143,30.53125,0.8656250238418579,45.0
2782.7900390625,0.3772319853305816,31.1875,0.8125,46.0
2660.5,0.3683040142059326,30.40625,0.71875,46.63999938964844
2643.2099609375,0.360491007566452,30.96875,0.721875011920929,46.02000045776367
2664.489990234375,0.3772319853305816,31.28125,0.7906249761581421,45.5
2607.820068359375,0.3705359995365143,32.34375,0.75,45.0
2562.06005859375,0.3705359995365143,31.125,0.71875,46.060001373291016
2470.969970703125,0.3415180146694183,29.5625,0.668749988079071,45.84000015258789
2489.659912109375,0.3515630066394806,29.375,0.7250000238418579,46.29999923706055
2427.719970703125,0.3415180146694183,29.09375,0.6875,46.959999084472656
2491.39990234375,0.3482140004634857,29.1875,0.721875011920929,46.459999084472656
2552.909912109375,0.358258992433548,29.40625,0.7250000238418579,46.43999862670898
2425.3798828125,0.3392859995365143,28.65625,0.684374988079071,46.560001373291016
2318.35009765625,0.327008992433548,27.9375,0.625,45.7400016784668
2268.93994140625,0.3370540142059326,28.125,0.596875011920929,45.68000030517578
2244.9599609375,0.3359380066394806,27.59375,0.596875011920929,45.7400016784668
2262.510009765625,0.3359380066394806,28.375,0.590624988079071,45.5
2308.5,0.3482140004634857,29.78125,0.596875011920929,46.63999938964844
2207.820068359375,0.3459819853305816,29.6875,0.5874999761581421,47.220001220703125
2151.830078125,0.3258930146694183,29.5,0.5093749761581421,46.77999877929688
2183.3701171875,0.3348209857940674,29.6796875,0.5218750238418579,46.7599983215332
2117.6298828125,0.34375,28.34375,0.5,46.41999816894531
2142.919921875,0.3638390004634857,28.71875,0.6312500238418579,47.400001525878906
2204.429931640625,0.3839290142059326,29.71875,0.59375,47.380001068115234
2223.919921875,0.3794640004634857,30.34375,0.612500011920929,47.43999862670898
